,returns
2021-08-13,0.0642005
2021-08-16,0.005840132
2021-08-17,-0.005183042
2021-08-18,-0.008751355
2021-08-19,0.005765753
2021-08-20,0.0007940626
2021-08-23,0.0068573314
2021-08-24,0.016110063
2021-08-25,0.008300913
2021-08-26,-0.0031996618
2021-08-27,0.010006176
2021-08-30,0.005647489
2021-08-31,-0.0049306178
2021-09-01,0.0051399227
2021-09-02,0.008856453
2021-09-03,0.0005493816
2021-09-07,-0.0026584843
2021-09-08,0.0020249425
2021-09-09,-0.004020146
2021-09-10,-0.0010426398
2021-09-13,-0.0137077365
2021-09-14,-0.0032078356
2021-09-15,0.00091973506
2021-09-16,-0.010432817
2021-09-17,-0.001961448
2021-09-20,-0.009281086
2021-09-21,0.0008643444
2021-09-22,0.0076340823
2021-09-23,0.01079844
2021-09-24,-0.0007717392
2021-09-27,-0.02055908
2021-09-28,-0.004292764
2021-09-29,0.0034667058
2021-09-30,-0.011336399
2021-10-01,0.0053507793
2021-10-04,-0.008679335
2021-10-05,0.0038785208
2021-10-06,-0.004208873
2021-10-07,0.0077560465
2021-10-08,-0.009841293
2021-10-11,-0.007020008
2021-10-12,-0.009088933
2021-10-13,-0.0027027682
2021-10-14,0.01833846
2021-10-15,0.006888335
2021-10-18,-0.00034342962
2021-10-19,0.00468143
2021-10-20,0.007140127
2021-10-21,0.0015074178
2021-10-22,-0.028342864
2021-10-25,0.0014235821
2021-10-26,-0.005333709
2021-10-27,-0.011745058
2021-10-28,0.0023219185
2021-10-29,0.005489311
2021-11-01,0.012130855
2021-11-02,-0.00032704254
2021-11-03,-0.0018874316
2021-11-04,0.0022794884
2021-11-05,0.0011800153
2021-11-08,0.011947477
2021-11-09,-0.0048176944
2021-11-10,-0.007910046
2021-11-11,0.017430263
2021-11-12,-0.001213411
2021-11-15,0.0026287776
2021-11-16,0.0015437277
2021-11-17,0.00894109
2021-11-18,-0.01162144
2021-11-19,-0.0029102734
2021-11-22,-0.0122893825
2021-11-23,-0.018035945
2021-11-24,0.00268557
2021-11-26,0.018526508
2021-11-29,0.008060713
2021-11-30,-0.019021096
2021-12-01,-0.0077068983
2021-12-02,0.010233741
2021-12-03,-0.013201145
2021-12-06,0.005091349
2021-12-07,0.0154758915
2021-12-08,0.00492906
2021-12-09,-0.010041842
2021-12-10,0.00067424116
2021-12-13,-0.0015332939
2021-12-14,-0.004209387
2021-12-15,0.011160477
2021-12-16,-0.014061162
2021-12-17,-0.0054013496
2021-12-20,-0.0122933835
2021-12-21,0.01350042
2021-12-22,0.0022391176
2021-12-23,0.0031447085
2021-12-27,0.017869405
2021-12-28,-0.00072901207
2021-12-29,0.010792689
2021-12-30,0.00072385743
2021-12-31,-0.00064215995
